CustomerID,Age,Gender,TenureMonths,ContractType,InternetService,PhoneService,StreamingService,MonthlyCharges,TotalCharges,MonthlyUsageGB,SessionsPerMonth,SupportCalls,Complaints,PaymentMethod,PaymentDelayDays,Churn
CUST-13639,27,Female,58,Month-to-Month,No,Yes,No,61.07,3294.49,292.4,39,4,0,Bank Transfer,2,Yes
CUST-13640,51,Female,19,One Year,No,Yes,Yes,36.91,673.84,180.7,27,2,0,Bank Transfer,0,No
CUST-13641,33,Male,62,Month-to-Month,Fiber Optic,No,Yes,28.91,1666.93,137.3,3,3,0,Bank Transfer,4,No
CUST-13642,65,Female,12,One Year,Fiber Optic,Yes,No,20.65,244.49,1.0,24,1,0,Bank Transfer,2,No
CUST-13643,68,Male,26,Two Year,Fiber Optic,Yes,Yes,45.1,1180.63,290.0,15,0,1,Electronic Check,2,No
CUST-13644,56,Female,27,Month-to-Month,DSL,Yes,Yes,15.0,416.5,206.4,34,2,1,Mailed Check,3,No
CUST-13645,39,Male,29,One Year,DSL,Yes,Yes,91.97,2659.26,139.7,50,0,0,Mailed Check,1,No
CUST-13646,29,Female,15,Month-to-Month,Fiber Optic,Yes,No,75.58,1137.5,99.9,32,0,0,Mailed Check,1,Yes
CUST-13647,41,Female,46,Month-to-Month,Fiber Optic,Yes,Yes,58.71,2677.07,323.9,21,4,0,Electronic Check,6,No
CUST-13648,64,Female,1,Two Year,No,Yes,No,92.73,97.16,84.2,1,1,1,Mailed Check,2,No
CUST-13649,57,Female,60,Month-to-Month,DSL,Yes,Yes,38.22,2153.66,146.8,33,2,0,Mailed Check,0,No
CUST-13650,55,Male,57,Month-to-Month,Fiber Optic,No,No,44.5,2384.15,231.3,11,1,1,Electronic Check,6,No
CUST-13651,27,Male,3,Month-to-Month,Fiber Optic,Yes,Yes,16.66,45.93,310.6,3,1,0,Bank Transfer,2,Yes
CUST-13652,52,Male,18,One Year,Fiber Optic,No,Yes,84.36,1477.26,160.5,22,2,0,Bank Transfer,4,No
CUST-13653,68,Male,52,Month-to-Month,No,Yes,No,44.74,2127.39,113.9,10,2,0,Electronic Check,1,No
CUST-13654,66,Male,60,Two Year,No,Yes,Yes,65.39,3690.04,170.4,44,0,1,Electronic Check,3,No
CUST-13655,49,Male,34,Month-to-Month,DSL,Yes,No,90.06,2977.53,261.4,38,1,1,Bank Transfer,5,Yes
CUST-13656,24,Male,60,Month-to-Month,DSL,Yes,Yes,99.27,6216.12,281.6,24,2,0,Electronic Check,2,No
CUST-13657,38,Female,26,One Year,DSL,Yes,Yes,64.27,1745.5,56.2,7,0,0,Mailed Check,4,Yes
CUST-13658,37,Female,19,Month-to-Month,Fiber Optic,Yes,No,74.61,1433.98,190.3,49,1,1,Credit Card,1,Yes
CUST-13659,43,Female,22,One Year,Fiber Optic,No,No,42.4,893.98,50.9,49,2,0,Credit Card,2,No
CUST-13660,21,Female,33,Month-to-Month,Fiber Optic,Yes,Yes,107.08,3638.85,259.6,36,3,0,Mailed Check,5,No
CUST-13661,63,Male,38,Month-to-Month,Fiber Optic,Yes,No,60.85,2384.72,218.0,1,1,0,Electronic Check,4,No
CUST-13662,69,Male,35,Month-to-Month,Fiber Optic,Yes,Yes,67.01,2431.02,97.1,1,3,0,Bank Transfer,1,No
CUST-13663,39,Male,67,Two Year,Fiber Optic,Yes,Yes,54.83,3658.93,318.1,26,1,1,Credit Card,1,No
CUST-13664,32,Female,10,One Year,Fiber Optic,No,Yes,94.98,883.57,210.2,17,1,1,Credit Card,1,No
CUST-13665,73,Male,15,One Year,Fiber Optic,Yes,Yes,69.99,959.21,200.3,11,0,0,Mailed Check,2,No
CUST-13666,57,Female,11,Month-to-Month,DSL,Yes,Yes,84.02,958.62,163.9,3,0,0,Bank Transfer,5,Yes
CUST-13667,38,Male,24,One Year,Fiber Optic,Yes,No,73.85,1609.93,179.3,10,0,1,Credit Card,3,No
CUST-13668,32,Male,4,Month-to-Month,Fiber Optic,Yes,Yes,59.49,,145.7,2,0,0,Mailed Check,3,No
CUST-13669,39,Male,13,Two Year,Fiber Optic,Yes,Yes,88.24,1116.2,113.3,32,3,0,Bank Transfer,0,No
CUST-13670,69,Male,57,One Year,No,Yes,No,73.63,3791.05,290.6,16,1,0,Electronic Check,2,No
CUST-13671,45,Female,37,One Year,No,Yes,Yes,40.98,1570.9,135.7,48,0,0,Mailed Check,1,No
CUST-13672,31,Female,48,Month-to-Month,No,Yes,Yes,40.27,,132.6,59,1,0,Credit Card,1,No
CUST-13673,44,Male,71,Month-to-Month,Fiber Optic,Yes,Yes,68.72,4412.07,168.4,26,4,0,Mailed Check,1,No
CUST-13674,58,Female,1,Month-to-Month,Fiber Optic,Yes,Yes,87.69,91.99,308.2,40,2,0,Mailed Check,3,Yes
CUST-13675,57,Male,60,Two Year,Fiber Optic,Yes,Yes,105.99,6020.5,281.8,39,0,0,Credit Card,3,No
CUST-13676,45,Male,12,Month-to-Month,DSL,Yes,Yes,20.57,254.62,144.5,10,0,0,Electronic Check,1,No
CUST-13677,43,Male,21,Month-to-Month,DSL,No,No,65.64,1334.36,290.4,56,1,1,Credit Card,6,Yes
CUST-13678,66,Male,11,Month-to-Month,DSL,Yes,No,77.24,849.19,189.7,36,2,0,Credit Card,4,No
CUST-13679,19,Female,44,Month-to-Month,DSL,Yes,No,72.39,2981.83,104.1,30,2,1,Electronic Check,2,No
CUST-13680,42,Male,58,Month-to-Month,Fiber Optic,No,No,90.23,5104.76,137.1,9,1,1,Credit Card,2,No
CUST-13681,73,Male,44,Two Year,No,Yes,Yes,81.39,3361.45,303.6,5,4,0,Bank Transfer,7,Yes
CUST-13682,20,Female,34,One Year,DSL,Yes,Yes,40.36,1430.78,367.5,7,0,1,Bank Transfer,4,No
CUST-13683,25,Male,25,Two Year,No,Yes,No,39.63,900.73,208.8,36,2,1,Credit Card,0,No
CUST-13684,61,Female,4,Two Year,DSL,Yes,Yes,72.81,274.12,129.0,1,2,0,Bank Transfer,3,No
CUST-13685,50,Male,64,Month-to-Month,DSL,Yes,Yes,89.76,5939.76,168.8,27,0,1,Mailed Check,1,No
CUST-13686,59,Male,16,Month-to-Month,Fiber Optic,Yes,No,68.59,1066.72,111.4,12,0,0,Bank Transfer,5,Yes
CUST-13687,69,Male,10,Month-to-Month,Fiber Optic,Yes,Yes,25.55,252.95,124.5,16,1,0,Bank Transfer,2,No
CUST-13688,52,Male,66,Two Year,DSL,Yes,No,38.82,2556.37,115.6,48,5,1,Mailed Check,4,No
CUST-13689,23,Male,35,Month-to-Month,DSL,No,Yes,82.29,2622.78,172.9,8,3,2,Bank Transfer,4,No
CUST-13690,56,Male,6,Month-to-Month,Fiber Optic,Yes,No,56.28,304.81,190.9,25,0,2,Credit Card,5,Yes
CUST-13691,69,Female,19,Month-to-Month,DSL,No,No,67.95,1343.56,166.7,13,2,0,Mailed Check,1,Yes
CUST-13692,40,Male,59,Month-to-Month,Fiber Optic,Yes,Yes,91.64,5086.28,160.1,41,1,0,Mailed Check,4,No
CUST-13693,42,Female,53,Month-to-Month,Fiber Optic,Yes,No,34.94,1772.28,248.4,10,0,0,Credit Card,2,No
CUST-13694,67,Female,8,Month-to-Month,DSL,Yes,No,54.64,438.13,159.4,40,2,1,Credit Card,5,Yes
CUST-13695,60,Male,10,One Year,No,No,No,51.93,485.78,165.1,33,3,0,Credit Card,3,No
CUST-13696,36,Female,67,Two Year,DSL,Yes,Yes,73.89,4999.94,164.1,35,1,0,Bank Transfer,3,No
CUST-13697,22,Male,38,Month-to-Month,Fiber Optic,Yes,Yes,84.32,3103.99,318.9,37,0,0,Bank Transfer,3,No
CUST-13698,68,Female,29,Month-to-Month,Fiber Optic,Yes,Yes,27.99,834.84,135.8,39,1,0,Bank Transfer,1,Yes
CUST-13699,28,Male,15,Two Year,No,Yes,Yes,64.86,916.26,233.7,28,1,1,Credit Card,1,No
CUST-13700,73,Female,23,Month-to-Month,Fiber Optic,Yes,No,86.73,1856.3,112.6,16,2,0,Electronic Check,5,No
CUST-13701,29,Female,46,Two Year,Fiber Optic,No,Yes,18.63,878.19,211.5,8,0,2,Bank Transfer,1,No
CUST-13702,27,Male,28,Month-to-Month,DSL,Yes,Yes,63.39,1684.31,229.2,33,0,0,Electronic Check,1,No
CUST-13703,25,Female,26,One Year,Fiber Optic,Yes,Yes,34.61,865.47,277.6,53,0,0,Mailed Check,2,No
CUST-13704,41,Male,10,One Year,Fiber Optic,Yes,No,48.96,,145.4,35,1,0,Credit Card,5,No
CUST-13705,45,Male,47,One Year,Fiber Optic,No,No,15.0,701.71,79.7,55,1,0,Credit Card,3,No
CUST-13706,58,Male,4,Two Year,No,No,No,99.82,385.81,109.4,38,0,1,Mailed Check,4,Yes
CUST-13707,53,Male,55,Month-to-Month,DSL,Yes,No,56.1,2892.61,266.8,12,1,0,Bank Transfer,3,No
CUST-13708,54,Male,66,Month-to-Month,No,Yes,No,44.82,3001.4,367.4,15,0,0,Bank Transfer,1,No
CUST-13709,38,Female,67,Month-to-Month,No,Yes,No,73.21,4547.32,255.1,17,2,0,Bank Transfer,6,No
CUST-13710,25,Female,7,Two Year,Fiber Optic,Yes,Yes,38.94,283.28,66.4,27,1,1,Electronic Check,0,No
CUST-13711,72,Female,55,Month-to-Month,Fiber Optic,Yes,Yes,36.57,1855.57,252.1,50,1,0,Mailed Check,6,No
CUST-13712,26,Male,31,Two Year,Fiber Optic,Yes,No,102.76,3251.63,95.1,21,3,0,Electronic Check,2,Yes
CUST-13713,64,Female,19,Month-to-Month,No,Yes,Yes,110.22,2018.03,148.6,21,1,1,Bank Transfer,3,Yes
CUST-13714,32,Female,28,Month-to-Month,DSL,Yes,No,50.2,1304.26,196.9,17,2,1,Electronic Check,2,No
CUST-13715,65,Female,28,One Year,Fiber Optic,Yes,Yes,91.68,2465.27,212.0,27,1,0,Mailed Check,2,No
CUST-13716,63,Female,19,Month-to-Month,Fiber Optic,Yes,No,73.9,1310.35,185.9,12,1,0,Bank Transfer,3,No
CUST-13717,57,Female,20,Month-to-Month,No,Yes,Yes,29.65,545.8,125.9,48,4,0,Electronic Check,3,No
CUST-13718,35,Male,13,Month-to-Month,Fiber Optic,No,Yes,41.8,508.55,275.4,44,1,0,Mailed Check,0,No
CUST-13719,59,Male,43,Month-to-Month,Fiber Optic,Yes,No,103.78,4596.91,132.5,36,0,0,Bank Transfer,0,Yes
CUST-13720,37,Female,11,One Year,DSL,Yes,Yes,29.33,295.49,292.9,28,3,0,Bank Transfer,1,No
CUST-13721,23,Male,48,One Year,Fiber Optic,No,No,122.02,6125.68,57.7,25,2,1,Credit Card,2,No
CUST-13722,29,Male,15,Month-to-Month,DSL,Yes,No,50.72,685.29,199.4,9,1,0,Bank Transfer,4,Yes
CUST-13723,19,Female,17,Month-to-Month,No,Yes,No,104.52,1774.59,69.6,47,3,0,Credit Card,4,No
CUST-13724,24,Female,54,Month-to-Month,Fiber Optic,No,No,57.36,3185.65,104.9,37,1,1,Bank Transfer,3,No
CUST-13725,33,Male,50,Month-to-Month,Fiber Optic,Yes,Yes,85.0,4420.4,133.8,23,1,0,Electronic Check,4,No
CUST-13726,20,Female,28,Two Year,Fiber Optic,Yes,No,99.88,2577.38,316.9,11,0,0,Electronic Check,1,No
CUST-13727,62,Male,4,Two Year,Fiber Optic,Yes,Yes,99.75,400.89,297.7,50,3,0,Bank Transfer,2,Yes
CUST-13728,20,Male,22,Month-to-Month,DSL,Yes,Yes,50.39,1015.57,258.7,1,1,0,Bank Transfer,3,No
CUST-13729,44,Female,39,Month-to-Month,DSL,Yes,No,43.57,1619.18,183.0,16,1,0,Credit Card,1,No
CUST-13730,67,Male,34,Two Year,DSL,No,No,62.97,2161.94,196.9,50,2,1,Electronic Check,5,No
CUST-13731,60,Male,44,Month-to-Month,Fiber Optic,Yes,Yes,32.49,1360.79,294.0,13,1,0,Electronic Check,1,Yes
CUST-13732,57,Male,42,Month-to-Month,DSL,No,Yes,70.98,2823.18,243.1,20,3,0,Bank Transfer,4,No
CUST-13733,55,Female,40,One Year,Fiber Optic,No,No,44.48,1632.25,181.6,16,1,3,Credit Card,2,No
CUST-13734,50,Female,12,Month-to-Month,Fiber Optic,Yes,Yes,92.07,1005.37,313.8,54,2,0,Bank Transfer,2,Yes
CUST-13735,45,Female,2,Month-to-Month,Fiber Optic,Yes,No,50.75,93.11,253.3,16,3,0,Electronic Check,2,No
CUST-13736,18,Female,28,Two Year,DSL,Yes,No,21.44,619.12,201.8,35,1,0,Electronic Check,0,No
CUST-13737,72,Male,67,One Year,DSL,Yes,Yes,100.02,6042.46,138.7,50,2,1,Electronic Check,2,No
CUST-13738,25,Female,71,Month-to-Month,DSL,Yes,Yes,69.58,4959.59,130.6,32,1,0,Electronic Check,1,No
CUST-13739,54,Female,10,Month-to-Month,Fiber Optic,No,Yes,65.73,667.35,149.7,23,4,2,Bank Transfer,3,Yes
CUST-13740,49,Female,57,Month-to-Month,DSL,Yes,No,92.36,5186.52,221.1,56,0,0,Electronic Check,1,Yes
CUST-13741,65,Female,37,One Year,No,Yes,No,86.79,3242.11,255.2,25,3,1,Bank Transfer,3,No
CUST-13742,60,Male,64,Month-to-Month,Fiber Optic,Yes,No,45.95,2934.45,50.0,43,1,1,Electronic Check,2,No
CUST-13743,54,Male,40,Month-to-Month,DSL,Yes,Yes,53.76,2082.3,4.8,28,3,1,Electronic Check,3,No
CUST-13744,21,Male,60,Two Year,Fiber Optic,Yes,No,37.18,2135.78,94.4,58,2,1,Mailed Check,4,No
CUST-13745,47,Female,48,Month-to-Month,Fiber Optic,No,Yes,28.39,1418.86,143.3,45,2,0,Credit Card,1,No
CUST-13746,23,Female,19,Month-to-Month,Fiber Optic,Yes,No,79.46,1578.87,287.6,56,2,0,Mailed Check,5,No
CUST-13747,63,Male,33,Month-to-Month,DSL,Yes,Yes,74.8,2462.7,154.8,2,2,0,Mailed Check,3,Yes
CUST-13748,71,Female,44,Month-to-Month,DSL,Yes,No,84.02,3436.6,202.9,3,3,0,Electronic Check,2,Yes
CUST-13749,36,Female,37,Month-to-Month,DSL,Yes,No,97.04,3472.66,217.6,31,2,0,Credit Card,5,Yes
CUST-13750,49,Male,36,Two Year,Fiber Optic,Yes,Yes,84.36,2959.46,87.9,33,1,0,Mailed Check,6,No
CUST-13751,26,Male,21,Two Year,Fiber Optic,Yes,No,86.59,1843.29,311.4,33,1,1,Mailed Check,2,No
CUST-13752,29,Female,2,Month-to-Month,Fiber Optic,Yes,Yes,15.0,30.0,120.2,47,0,1,Bank Transfer,2,Yes
CUST-13753,28,Female,31,Month-to-Month,No,Yes,Yes,57.33,1736.75,320.4,54,1,0,Credit Card,4,Yes
CUST-13754,63,Female,30,One Year,DSL,Yes,Yes,89.11,2678.79,168.6,35,1,0,Mailed Check,3,No
CUST-13755,72,Male,44,Month-to-Month,DSL,Yes,No,35.79,1422.97,149.6,36,1,1,Mailed Check,3,No
CUST-13756,33,Male,12,Month-to-Month,Fiber Optic,Yes,No,67.29,820.8,80.0,26,1,1,Bank Transfer,4,No
CUST-13757,18,Male,51,Two Year,DSL,Yes,No,77.99,3706.01,197.8,12,0,2,Electronic Check,4,No
CUST-13758,62,Male,49,Month-to-Month,DSL,Yes,No,76.07,,382.9,56,2,1,Mailed Check,1,No
CUST-13759,72,Female,24,Month-to-Month,Fiber Optic,Yes,Yes,74.22,1633.6,217.2,53,1,0,Credit Card,7,Yes
CUST-13760,70,Male,24,Month-to-Month,DSL,Yes,Yes,79.97,1760.3,204.3,44,1,0,Bank Transfer,1,No
CUST-13761,38,Male,60,Month-to-Month,Fiber Optic,Yes,Yes,69.52,3776.39,120.0,46,1,0,Credit Card,1,Yes
CUST-13762,47,Female,11,Month-to-Month,DSL,Yes,No,28.43,324.16,233.3,11,2,0,Credit Card,4,Yes
CUST-13763,30,Female,13,Month-to-Month,Fiber Optic,Yes,No,77.67,1000.3,194.2,6,0,0,Credit Card,2,No
CUST-13764,51,Female,64,Month-to-Month,No,No,Yes,72.12,4404.72,174.3,25,1,1,Bank Transfer,3,No
CUST-13765,21,Male,20,One Year,DSL,Yes,No,28.76,585.65,224.5,46,2,0,Credit Card,1,No
CUST-13766,45,Female,71,Month-to-Month,No,Yes,No,99.49,7020.79,16.6,59,1,0,Mailed Check,4,No
CUST-13767,55,Female,28,Month-to-Month,Fiber Optic,Yes,Yes,78.35,2178.47,171.0,59,3,1,Bank Transfer,3,Yes
CUST-13768,48,Male,2,One Year,No,Yes,No,30.49,59.34,72.3,34,1,0,Mailed Check,2,No
CUST-13769,72,Male,43,Two Year,DSL,Yes,No,44.57,1727.14,182.6,35,1,0,Electronic Check,5,No
CUST-13770,44,Female,8,Month-to-Month,Fiber Optic,Yes,Yes,50.9,382.27,114.8,21,1,0,Mailed Check,2,No
CUST-13771,22,Male,13,Month-to-Month,Fiber Optic,Yes,No,50.88,606.12,121.0,18,2,1,Credit Card,6,No
CUST-13772,42,Female,35,Month-to-Month,Fiber Optic,Yes,Yes,72.33,2529.93,60.0,8,2,3,Electronic Check,4,No
CUST-13773,20,Female,23,One Year,Fiber Optic,No,Yes,40.59,875.03,280.4,34,0,0,Credit Card,4,No
CUST-13774,50,Male,46,Month-to-Month,Fiber Optic,Yes,Yes,93.2,4147.97,119.0,52,1,0,Bank Transfer,3,Yes
CUST-13775,21,Female,15,Month-to-Month,No,Yes,No,91.15,1303.01,123.8,48,2,0,Bank Transfer,3,Yes
CUST-13776,42,Male,2,Month-to-Month,Fiber Optic,Yes,Yes,80.48,148.32,317.8,14,0,1,Electronic Check,2,Yes
CUST-13777,37,Male,61,Month-to-Month,DSL,Yes,No,66.11,,231.1,19,1,1,Mailed Check,2,Yes
CUST-13778,51,Male,64,Month-to-Month,Fiber Optic,Yes,No,88.44,5886.64,1.0,20,3,0,Credit Card,1,No
CUST-13779,43,Female,52,Month-to-Month,Fiber Optic,Yes,Yes,58.1,2757.42,304.7,4,1,2,Mailed Check,1,No
CUST-13780,22,Male,36,Two Year,Fiber Optic,Yes,No,46.89,1728.73,328.3,38,1,0,Credit Card,3,No
CUST-13781,52,Male,67,One Year,Fiber Optic,Yes,Yes,94.75,6178.47,319.9,32,3,0,Credit Card,4,No
CUST-13782,45,Female,69,Month-to-Month,No,Yes,No,72.94,5113.69,240.1,26,1,0,Mailed Check,4,No
CUST-13783,46,Female,67,Month-to-Month,Fiber Optic,Yes,Yes,47.9,2961.14,80.8,28,2,0,Bank Transfer,3,No
CUST-13784,26,Female,47,Month-to-Month,DSL,Yes,No,54.56,2358.77,175.6,12,2,0,Bank Transfer,4,No
CUST-13785,69,Female,2,Month-to-Month,DSL,No,No,46.59,96.31,49.6,58,1,0,Electronic Check,3,No
CUST-13786,55,Male,44,Two Year,No,Yes,No,115.55,5260.48,102.1,10,1,0,Mailed Check,7,No
CUST-13787,67,Male,64,Two Year,Fiber Optic,Yes,Yes,65.1,4040.94,80.0,41,1,0,Bank Transfer,5,No
CUST-13788,23,Male,28,Month-to-Month,No,Yes,No,68.94,1989.24,123.6,35,1,0,Bank Transfer,3,Yes
CUST-13789,36,Female,54,Month-to-Month,DSL,Yes,Yes,83.03,4484.15,194.8,33,0,1,Credit Card,4,Yes
CUST-13790,61,Female,67,Month-to-Month,Fiber Optic,Yes,Yes,34.62,2151.96,140.0,14,1,0,Credit Card,2,No
CUST-13791,74,Male,36,One Year,Fiber Optic,Yes,Yes,92.41,3158.24,136.1,40,1,0,Bank Transfer,4,No
CUST-13792,28,Female,63,One Year,DSL,No,Yes,49.8,2887.69,153.8,23,2,0,Electronic Check,2,No
CUST-13793,19,Female,25,Two Year,Fiber Optic,Yes,No,110.75,2813.31,315.0,18,1,0,Bank Transfer,4,No
CUST-13794,64,Male,48,One Year,Fiber Optic,No,No,57.18,2875.8,374.7,53,0,0,Electronic Check,5,No
CUST-13795,61,Male,39,Month-to-Month,Fiber Optic,Yes,Yes,90.94,3482.67,139.4,44,0,0,Electronic Check,1,Yes
CUST-13796,61,Female,47,One Year,No,Yes,No,15.0,703.86,210.2,12,0,2,Credit Card,2,No
CUST-13797,26,Female,21,One Year,No,Yes,Yes,35.62,756.93,104.3,42,2,1,Electronic Check,3,No
CUST-13798,38,Female,30,Month-to-Month,No,Yes,No,57.66,1615.01,249.1,36,1,2,Mailed Check,2,Yes
CUST-13799,41,Male,31,Month-to-Month,No,Yes,No,15.0,441.94,137.1,25,2,0,Mailed Check,3,No
CUST-13800,51,Male,26,One Year,Fiber Optic,Yes,No,80.02,2001.14,116.0,52,2,0,Credit Card,4,No
CUST-13801,39,Male,22,One Year,Fiber Optic,Yes,Yes,72.82,1584.72,360.1,37,0,0,Bank Transfer,2,No
CUST-13802,20,Male,21,One Year,No,No,No,40.23,868.13,58.0,40,2,0,Mailed Check,5,No
CUST-13803,29,Male,1,One Year,Fiber Optic,Yes,Yes,64.6,60.6,1.0,51,2,0,Mailed Check,5,Yes
CUST-13804,45,Female,37,One Year,DSL,Yes,No,85.16,3058.39,246.1,22,0,1,Bank Transfer,4,No
CUST-13805,47,Female,46,One Year,Fiber Optic,Yes,No,15.0,698.78,146.9,6,1,1,Credit Card,4,No
CUST-13806,43,Female,9,Month-to-Month,DSL,Yes,No,33.16,272.51,121.9,16,1,2,Electronic Check,2,Yes
CUST-13807,65,Male,17,One Year,Fiber Optic,Yes,Yes,56.62,940.34,425.8,23,2,0,Electronic Check,2,No
CUST-13808,38,Male,47,Month-to-Month,DSL,Yes,No,65.59,2841.22,245.7,9,3,0,Bank Transfer,4,No
CUST-13809,45,Male,59,Month-to-Month,DSL,Yes,No,63.53,3676.57,174.7,43,2,0,Bank Transfer,1,No
CUST-13810,73,Female,54,Month-to-Month,No,Yes,No,87.23,4781.89,116.3,35,1,0,Mailed Check,2,No
CUST-13811,43,Male,12,One Year,Fiber Optic,Yes,No,76.93,863.66,220.1,29,1,0,Electronic Check,5,No
CUST-13812,50,Male,64,One Year,Fiber Optic,Yes,No,82.42,5419.53,24.0,14,1,0,Credit Card,2,No
CUST-13813,38,Female,6,Two Year,Fiber Optic,Yes,No,30.25,172.47,133.6,5,1,1,Mailed Check,3,No
CUST-13814,52,Male,53,Month-to-Month,No,Yes,Yes,68.62,3377.25,176.7,21,2,0,Electronic Check,1,No
CUST-13815,69,Female,16,Month-to-Month,Fiber Optic,Yes,No,57.32,889.42,199.2,53,1,1,Credit Card,6,No
CUST-13816,51,Male,5,Month-to-Month,Fiber Optic,Yes,Yes,101.55,523.7,167.2,6,2,0,Electronic Check,1,Yes
CUST-13817,58,Male,46,Month-to-Month,No,Yes,No,69.36,2904.49,117.6,1,1,1,Mailed Check,1,Yes
CUST-13818,68,Female,14,One Year,DSL,Yes,No,48.27,641.41,262.9,31,0,0,Credit Card,3,No
CUST-13819,64,Female,44,Month-to-Month,No,Yes,Yes,86.31,3789.95,31.4,45,1,1,Electronic Check,2,No
CUST-13820,35,Female,63,One Year,Fiber Optic,Yes,No,79.08,4751.06,155.0,41,2,0,Electronic Check,3,No
CUST-13821,28,Female,52,One Year,Fiber Optic,No,No,44.46,2105.29,133.4,28,1,2,Electronic Check,2,Yes
CUST-13822,74,Female,26,Month-to-Month,DSL,Yes,No,56.29,1390.07,271.1,3,2,1,Mailed Check,2,No
CUST-13823,40,Female,53,Two Year,Fiber Optic,Yes,Yes,56.71,3075.19,138.7,38,3,0,Mailed Check,2,No
CUST-13824,65,Male,29,Month-to-Month,Fiber Optic,Yes,Yes,95.69,2900.46,219.4,52,0,0,Credit Card,4,No
CUST-13825,39,Male,19,Month-to-Month,No,Yes,No,70.08,1206.31,210.0,23,3,2,Bank Transfer,8,No
CUST-13826,34,Female,47,Two Year,No,Yes,Yes,83.17,,14.8,40,1,0,Electronic Check,0,Yes
CUST-13827,22,Male,8,Two Year,No,Yes,No,52.67,385.88,174.1,4,1,0,Electronic Check,4,No
CUST-13828,61,Female,23,Month-to-Month,DSL,Yes,Yes,73.37,1690.99,23.2,58,4,1,Electronic Check,6,Yes
CUST-13829,28,Male,35,Month-to-Month,No,Yes,Yes,97.58,3077.81,211.6,6,1,0,Mailed Check,0,Yes
CUST-13830,47,Female,53,Month-to-Month,Fiber Optic,Yes,No,55.97,2676.33,114.3,12,1,2,Electronic Check,5,Yes
CUST-13831,32,Male,58,Month-to-Month,No,No,Yes,67.88,4002.13,286.8,12,2,0,Credit Card,2,No
CUST-13832,44,Male,5,Two Year,DSL,Yes,No,30.92,,163.7,58,1,0,Mailed Check,2,No
CUST-13833,52,Male,16,One Year,Fiber Optic,Yes,No,45.86,693.97,110.7,7,1,1,Mailed Check,6,No
CUST-13834,50,Male,17,Month-to-Month,No,Yes,No,56.64,1004.96,288.0,28,0,0,Mailed Check,5,No
CUST-13835,37,Male,32,Two Year,No,Yes,Yes,38.48,1290.2,101.5,26,0,1,Mailed Check,3,No
CUST-13836,33,Female,52,Month-to-Month,Fiber Optic,Yes,No,98.05,4712.18,260.5,48,1,1,Bank Transfer,4,No
CUST-13837,51,Female,20,Month-to-Month,Fiber Optic,Yes,Yes,44.05,867.02,222.1,7,1,0,Mailed Check,1,No
CUST-13838,19,Female,66,Two Year,DSL,No,No,84.67,5498.09,147.1,57,3,0,Bank Transfer,2,No
CUST-13839,52,Male,1,Two Year,Fiber Optic,No,Yes,69.67,67.43,59.8,56,2,0,Mailed Check,1,No
CUST-13840,57,Female,58,Two Year,Fiber Optic,Yes,Yes,65.77,3962.31,291.7,3,2,1,Mailed Check,1,No
CUST-13841,73,Male,44,Month-to-Month,DSL,Yes,No,102.15,4553.5,225.0,13,1,0,Electronic Check,5,Yes
CUST-13842,45,Male,6,One Year,DSL,Yes,No,15.0,91.32,110.5,52,1,0,Mailed Check,7,Yes
CUST-13843,64,Male,50,Month-to-Month,DSL,Yes,Yes,60.09,2825.54,202.0,41,0,0,Credit Card,3,No
CUST-13844,56,Female,20,One Year,Fiber Optic,Yes,Yes,37.99,733.32,270.6,11,3,0,Credit Card,3,Yes
CUST-13845,23,Male,14,Two Year,DSL,Yes,No,15.96,217.43,190.1,39,2,0,Credit Card,2,No
CUST-13846,26,Female,5,Month-to-Month,Fiber Optic,Yes,Yes,35.13,165.96,201.5,23,1,0,Electronic Check,5,Yes
CUST-13847,37,Female,41,One Year,Fiber Optic,Yes,Yes,65.43,2452.52,272.9,47,4,0,Mailed Check,2,Yes
CUST-13848,18,Male,40,Month-to-Month,Fiber Optic,Yes,Yes,46.87,1722.85,318.4,1,2,0,Credit Card,3,Yes
CUST-13849,25,Male,34,Month-to-Month,Fiber Optic,Yes,Yes,87.42,2755.6,169.2,34,3,1,Credit Card,3,No
CUST-13850,72,Female,45,One Year,Fiber Optic,Yes,Yes,59.65,2497.82,59.6,31,1,0,Credit Card,5,No
CUST-13851,40,Female,71,Month-to-Month,Fiber Optic,No,Yes,56.88,,62.8,33,3,0,Bank Transfer,2,No
CUST-13852,20,Female,71,One Year,Fiber Optic,Yes,No,56.99,3796.71,117.8,47,3,0,Bank Transfer,7,No
CUST-13853,21,Female,27,Month-to-Month,Fiber Optic,Yes,Yes,62.54,1635.15,95.9,36,2,0,Bank Transfer,1,Yes
CUST-13854,42,Female,44,Two Year,No,Yes,No,54.54,2343.21,28.6,36,3,1,Credit Card,2,No
CUST-13855,64,Female,33,Month-to-Month,DSL,Yes,No,43.72,1365.33,346.3,14,0,0,Credit Card,3,No
CUST-13856,55,Male,33,Month-to-Month,DSL,Yes,No,89.73,3067.97,227.5,37,3,1,Mailed Check,4,Yes
CUST-13857,32,Female,44,Month-to-Month,Fiber Optic,Yes,No,49.4,2136.59,132.9,32,2,0,Credit Card,0,No
CUST-13858,38,Female,20,Two Year,Fiber Optic,Yes,Yes,55.41,1128.28,177.1,53,3,0,Credit Card,4,No
